1,"2019-05-25 09:02:51",1,1.0,0
1,"2019-05-25 09:02:51",2,21.0,0
1,"2019-05-25 09:02:51",3,64.0,0
1,"2019-05-25 09:02:51",4,1.0,0
1,"2019-05-25 09:12:51",1,1.0,0
1,"2019-05-25 09:12:51",2,20.0,0
1,"2019-05-25 09:12:51",3,63.0,0
1,"2019-05-25 09:12:51",4,1.0,0
1,"2019-05-25 09:22:51",1,0.0,0
1,"2019-05-25 09:22:51",2,20.0,0
1,"2019-05-25 09:22:51",3,63.0,0
1,"2019-05-25 09:22:51",4,1.0,0
1,"2019-05-25 09:32:51",1,0.0,0
1,"2019-05-25 09:32:51",2,20.0,0
1,"2019-05-25 09:32:51",3,64.0,0
1,"2019-05-25 09:32:51",4,1.0,0
1,"2019-05-25 09:42:51",1,1.0,0
1,"2019-05-25 09:42:51",2,20.0,0
1,"2019-05-25 09:42:51",3,65.0,0
1,"2019-05-25 09:42:51",4,0.0,0
1,"2019-05-25 09:52:51",1,0.0,0
1,"2019-05-25 09:52:51",2,20.0,0
1,"2019-05-25 09:52:51",3,63.0,0
1,"2019-05-25 09:52:51",4,0.0,0
1,"2019-05-25 10:02:51",1,0.0,0
1,"2019-05-25 10:02:51",2,20.0,0
1,"2019-05-25 10:02:51",3,63.0,0
1,"2019-05-25 10:02:51",4,1.0,0
1,"2019-05-25 10:12:51",1,0.0,0
1,"2019-05-25 10:12:51",2,20.0,0
1,"2019-05-25 10:12:51",3,63.0,0
1,"2019-05-25 10:12:51",4,1.0,0
1,"2019-05-25 10:22:51",1,0.0,0
1,"2019-05-25 10:22:51",2,20.0,0
1,"2019-05-25 10:22:51",3,65.0,0
1,"2019-05-25 10:22:51",4,1.0,0
1,"2019-05-25 10:32:51",1,0.0,0
1,"2019-05-25 10:32:51",2,20.0,0
1,"2019-05-25 10:32:51",3,66.0,0
1,"2019-05-25 10:32:51",4,1.0,0
1,"2019-05-25 10:42:51",1,0.0,0
1,"2019-05-25 10:42:51",2,20.0,0
1,"2019-05-25 10:42:51",3,63.0,0
1,"2019-05-25 10:42:51",4,1.0,0
1,"2019-05-25 10:52:51",1,0.0,0
1,"2019-05-25 10:52:51",2,20.0,0
1,"2019-05-25 10:52:51",3,66.0,0
1,"2019-05-25 10:52:51",4,1.0,0
1,"2019-05-25 11:02:51",1,0.0,0
1,"2019-05-25 11:02:51",2,20.0,0
1,"2019-05-25 11:02:51",3,66.0,0
1,"2019-05-25 11:02:51",4,1.0,0
1,"2019-05-25 11:12:51",1,0.0,0
1,"2019-05-25 11:12:51",2,20.0,0
1,"2019-05-25 11:12:51",3,66.0,0
1,"2019-05-25 11:12:51",4,1.0,0
1,"2019-05-25 11:22:51",1,0.0,0
1,"2019-05-25 11:22:51",2,20.0,0
1,"2019-05-25 11:22:51",3,64.0,0
1,"2019-05-25 11:22:51",4,1.0,0
1,"2019-05-25 11:32:51",1,0.0,0
1,"2019-05-25 11:32:51",2,20.0,0
1,"2019-05-25 11:32:51",3,64.0,0
